ID,IMDB ID,Title,Original Title,Spoken Languages,Collection,Release Date,Genres,Tagline,Overview,Runtime,Production Companies,Production Countries,Budget,Revenue,Vote Average,Vote Count,Popularity,Homepage,Status,Poster Path
165,tt0096874,Back to the Future Part II,Back to the Future Part II,English,Back to the Future Collection,1989-11-20,"Adventure, Comedy, Family, Science Fiction","Roads? Where we're going, we don't need roads!","Marty and Doc are at it again in this wacky sequel to the 1985 blockbuster as the time-traveling duo head to 2015 to nip some McFly family woes in the bud. But things go awry thanks to bully Biff Tannen and a pesky sports almanac. In a last-ditch attempt to set things straight, Marty finds himself bound for 1955 and face to face with his teenage parents -- again.",108 mins,"Universal Pictures, Amblin Entertainment, U-Drive Productions",United States of America,"40,000,000","332,000,000",7.4,"3,926",13.689855,http://www.backtothefuture.com/movies/backtothefuture2,Released,/k5dzvCQkXU2CAhLtlj9BHE7xmyK.jpg
196,tt0099088,Back to the Future Part III,Back to the Future Part III,English,Back to the Future Collection,1990-05-25,"Adventure, Comedy, Family, Science Fiction",They've saved the best trip for last... But this time they may have gone too far.,"The final installment of the Back to the Future trilogy finds Marty digging the trusty DeLorean out of a mineshaft and looking up Doc in the Wild West of 1885. But when their time machine breaks down, the travelers are stranded in a land of spurs. More problems arise when Doc falls for pretty schoolteacher Clara Clayton, and Marty tangles with Buford Tannen.",118 mins,"Universal Pictures, Amblin Entertainment, U-Drive Productions",United States of America,"40,000,000","244,527,583",7.1,"2,978",13.043999,http://www.backtothefuture.com/movies/backtothefuture3,Released,/6DmgPTZYaug7QNDjOhUDWyjOQDl.jpg
3170,tt0034492,Bambi,Bambi,English,Bambi Collection,1942-08-14,"Animation, Drama, Family",A great love story.,"Bambi's tale unfolds from season to season as the young prince of the forest learns about life, love, and friends.",70 mins,Walt Disney Productions,United States of America,"858,000","267,447,150",6.8,"1,450",13.698132,http://movies.disney.com/bambi,Released,/laABfcpEKweQsaZwCWzmGNUpij9.jpg
242,tt0099674,The Godfather: Part III,The Godfather: Part III,"English, Italiano, Deutsch, Latin",The Godfather Collection,1990-12-24,"Crime, Drama, Thriller",All the power on earth can't change destiny.,"In the midst of trying to legitimize his business dealings in 1979 New York and Italy, aging mafia don, Michael Corleone seeks forgiveness for his sins while taking a young protege under his wing.",162 mins,Paramount Pictures,"Italy, United States of America","54,000,000","136,766,062",7.1,"1,589",17.185349,http://www.imdb.com/title/tt0099674/,Released,/1hdm3Axw9LjITbApvAXBbqO58zE.jpg
9325,tt0061852,The Jungle Book,The Jungle Book,English,The Jungle Book Collection,1967-10-17,"Family, Animation, Adventure",The Jungle is JUMPIN'!,"The boy Mowgli makes his way to the man-village with Bagheera, the wise panther. Along the way he meets jazzy King Louie, the hypnotic snake Kaa and the lovable, happy-go-lucky bear Baloo, who teaches Mowgli ""The Bare Necessities"" of life and the true meaning of friendship.",78 mins,Walt Disney Pictures,United States of America,"4,000,000","205,843,612",7.1,"1,791",22.845448,http://movies.disney.com/the-jungle-book-1967,Released,/1AreNcL9s24Qfghbzomy0IlzCFk.jpg
12230,tt0055254,One Hundred and One Dalmatians,One Hundred and One Dalmatians,English,101 Dalmatians (Animated) Collection,1961-01-25,"Adventure, Animation, Comedy, Family",The Canine Caper of the Century,"When a litter of dalmatian puppies are abducted by the minions of Cruella De Vil, the parents must find them before she uses them for a diabolical fashion statement.",79 mins,Walt Disney Productions,United States of America,"4,000,000","215,880,014",6.8,"1,643",15.727519,http://movies.disney.com/101-dalmatians-1961,Released,/vo5j5OZIdnfMIZSkVfSvh8cJUU.jpg
15969,tt0107952,The Return of Jafar,The Return of Jafar,English,Aladdin Collection,1994-12-15,"Family, Adventure, Animation, Romance",The Aladdin adventure continues...,"The evil Jafar escapes from the magic lamp as an all-powerful genie, ready to plot his revenge against Aladdin. From battling elusive villains atop winged horses, to dodging flames inside an exploding lava pit, it's up to Aladdin - with Princess Jasmine and the outrageously funny Genie by his side - to save the kingdom once and for all.",69 mins,Walt Disney Television Animation,United States of America,0,0,5.7,447,12.099799,http://movies.disney.com/aladdin-the-return-of-jafar,Released,/sC4wDVBMPMxmn5JJqPalMOhQ35U.jpg
87,tt0087469,Indiana Jones and the Temple of Doom,Indiana Jones and the Temple of Doom,"English, ",Indiana Jones Collection,1984-05-23,"Adventure, Action",If adventure has a name... it must be Indiana Jones.,"After arriving in India, Indiana Jones is asked by a desperate village to find a mystical stone. He agrees – and stumbles upon a secret cult plotting a terrible plan in the catacombs of an ancient palace.",118 mins,"Lucasfilm, Paramount Pictures",United States of America,"28,000,000","333,000,000",7.1,"2,841",15.802306,http://www.indianajones.com,Released,/f2nTRKk2zGdUTE7tLJ5EGGSuKA6.jpg
36647,tt0120611,Blade,Blade,"Pусский, English",Blade Collection,1998-08-21,"Horror, Action",Part Man. Part Vampire. All Hero.,"When Blade's mother was bitten by a vampire during pregnancy, she did not know that she gave her son a special gift while dying: All the good vampire attributes in combination with the best human skills. Blade and his mentor Whistler battle an evil vampire rebel (Deacon Frost) who plans to take over the outdated vampire council, capture Blade and resurrect voracious blood god La Magra.",120 mins,"New Line Cinema, Amen Ra Films, Imaginary Forces, Marvel Enterprises",United States of America,"45,000,000","131,183,530",6.5,"1,950",15.043454,http://www.warnerbros.com/blade,Released,/r0RQ9ZOEZglLOeYDNJTehVTRoR6.jpg
1091,tt0084787,The Thing,The Thing,"English, Norsk",The Thing Collection,1982-06-25,"Horror, Mystery, Science Fiction",Man is The Warmest Place to Hide.,Scientists in the Antarctic are confronted by a shape-shifting alien that assumes the appearance of the people that it kills.,109 mins,"Universal Pictures, Turman-Foster Company",United States of America,"15,000,000","19,629,760",7.8,"1,629",16.83125,http://www.theofficialjohncarpenter.com/the-thing/,Released,/s5fH3GqFcHbi2F0NSBSh4KRNTc0.jpg
9945,tt0120877,Vampires,Vampires,"English, Latin",Vampires Collection,1998-04-15,"Action, Drama, Fantasy, Horror, Thriller",From the Master of Evil. Comes a New Breed of Terror,The church enlists a team of vampire-hunters to hunt down and destroy a group of vampires searching for an ancient relic that will allow them to exist in sunlight.,108 mins,"Columbia Pictures, Largo Entertainment, JVC Entertainment Networks, Film Office, Spooky Tooth Productions, Storm King Productions",United States of America,"20,000,000",0,5.8,262,13.318722,http://www.theofficialjohncarpenter.com/vampires/,Released,/qHGawU64MeGvtU86s6V0MA7MqFV.jpg
707,tt0090264,A View to a Kill,A View to a Kill,English,James Bond Collection,1985-05-24,"Adventure, Action, Thriller",Has James Bond finally met his match?,A newly developed microchip designed by Zorin Industries for the British Government that can survive the electromagnetic radiation caused by a nuclear explosion has landed in the hands of the KGB. James Bond must find out how and why. His suspicions soon lead him to big industry leader Max Zorin.,131 mins,Eon Productions,"France, Iceland, United Kingdom, United States of America","30,000,000","152,427,960",6.0,515,12.840798,http://www.mgm.com/view/movie/2101/A-View-to-a-Kill/,Released,/veDMW7eX6tat86EapsvGEICJ8Tq.jpg
871,tt0063442,Planet of the Apes,Planet of the Apes,English,Planet of the Apes Original Collection,1968-02-07,"Science Fiction, Adventure, Drama, Action","Somewhere in the Universe, there must be something better than man!","An U.S. Spaceship lands on a desolate planet, stranding astronaut Taylor in a world dominated by apes, 2000 years into the future, who use a primitive race of humans for experimentation and sport. Soon Taylor finds himself among the hunted, his life in the hands of a benevolent chimpanzee scientist.",112 mins,"Twentieth Century Fox Film Corporation, APJAC Productions",United States of America,"5,800,000","33,395,426",7.5,958,17.784978,http://www.foxmovies.com/movies/planet-of-the-apes,Released,/lj3k2LU4LYpQA3gfJM3uqo7HCf7.jpg
603,tt0133093,The Matrix,The Matrix,English,The Matrix Collection,1999-03-30,"Action, Science Fiction",Welcome to the Real World.,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",136 mins,"Village Roadshow Pictures, Groucho II Film Partnership, Silver Pictures, Warner Bros.","Australia, United States of America","63,000,000","463,517,383",7.9,"9,079",33.366332,http://www.warnerbros.com/matrix,Released,/hEpWvX6Bp79eLxY1kX5ZZJcme5U.jpg
564,tt0120616,The Mummy,The Mummy,"English, العربية",The Mummy Collection,1999-04-16,"Adventure, Action, Fantasy",The legend you know. The adventure you have yet to imagine.,"Dashing legionnaire Rick O'Connell and his companion, Beni stumble upon the hidden ruins of Hamunaptra while in the midst of a battle in 1923, 3,000 years after Imhotep has suffered a fate worse than death – his body will remain undead for all eternity as a punishment for a forbidden love.",124 mins,"Universal Pictures, Alphaville Films",United States of America,"80,000,000","415,885,488",6.6,"2,796",23.984065,http://www.mummyvideo.com/,Released,/yhIsVvcUm7QxzLfT6HW2wLf5ajY.jpg
1893,tt0120915,Star Wars: Episode I - The Phantom Menace,Star Wars: Episode I - The Phantom Menace,English,Star Wars Collection,1999-05-19,"Adventure, Action, Science Fiction",Every generation has a legend. Every journey has a first step. Every saga has a beginning.,"Anakin Skywalker, a young slave strong with the Force, is discovered on Tatooine. Meanwhile, the evil Sith have returned, enacting their plot for revenge against the Jedi.",136 mins,Lucasfilm,United States of America,"115,000,000","924,317,558",6.4,"4,526",15.649091,http://www.starwars.com/films/star-wars-episode-i-the-phantom-menace,Released,/n8V09dDc02KsSN6Q4hC2BX6hN8X.jpg
36685,tt0073629,The Rocky Horror Picture Show,The Rocky Horror Picture Show,English,Rocky Horror Collection,1975-08-14,"Comedy, Horror, Music, Science Fiction",A Different Set Of Jaws.,"Sweethearts Brad and Janet, stuck with a flat tire during a storm, discover the eerie mansion of Dr. Frank-N-Furter, a transvestite scientist. As their innocence is lost, Brad and Janet meet a houseful of wild characters, including a rocking biker and a creepy butler. Through elaborate dances and rock songs, Frank-N-Furter unveils his latest creation: a muscular man named 'Rocky'.",100 mins,"Twentieth Century Fox Film Corporation, Michael White Productions","United Kingdom, United States of America","1,200,000","112,892,319",7.4,703,8.699428,http://www.rockyhorror.com/,Released,/v2NC7o8f7AZvQbOAwrfRbe5Z106.jpg
37135,tt0120855,Tarzan,Tarzan,English,Tarzan (Animation) Collection,1999-06-18,"Adventure, Animation, Drama, Family",An immortal legend. As you've only imagined.,"Tarzan was a small orphan who was raised by an ape named Kala since he was a child. He believed that this was his family, but on an expedition Jane Porter is rescued by Tarzan. He then finds out that he's human. Now Tarzan must make the decision as to which family he should belong to...",88 mins,Walt Disney Pictures,United States of America,"150,000,000","448,000,000",7.1,"1,715",12.453452,http://disneydvd.disney.go.com/tarzanr-special-edition.html,Released,/hnTrfKJmnPLMTajHw2RDgv6hVyH.jpg
2667,tt0185937,The Blair Witch Project,The Blair Witch Project,English,Blair Witch Collection,1999-07-14,"Horror, Mystery",The scariest movie of all time is a true story.,"In October of 1994 three student filmmakers disappeared in the woods near Burkittsville, Maryland, while shooting a documentary. A year later their footage was found.",81 mins,"Artisan Entertainment, Haxan Films",United States of America,"60,000","248,000,000",6.3,"1,090",14.838386,http://www.blairwitch.com/,Released,/ip2IqmvCqFzvPe8RAHpT1My6XM9.jpg
620,tt0087332,Ghostbusters,Ghostbusters,English,Ghostbusters Collection,1984-06-07,"Comedy, Fantasy",They ain't afraid of no ghost.,"After losing their academic posts at a prestigious university, a team of parapsychologists goes into business as proton-pack-toting ""ghostbusters"" who exterminate ghouls, hobgoblins and supernatural pests of all stripes. An ad campaign pays off when a knockout cellist hires the squad to purge her swanky digs of demons that appear to be living in her refrigerator.",107 mins,"Columbia Pictures Corporation, Delphi Films, Black Rhino Productions",United States of America,"30,000,000","295,212,467",7.3,"2,431",22.089729,http://www.ghostbusters.com/,Released,/3FS3oBdorgczgfCkFi2u8ZTFfpS.jpg
9638,tt0079714,Phantasm,Phantasm,English,Phantasm Collection,1979-03-28,"Horror, Science Fiction","If this one doesn’t scare you, you’re already dead.","A young boy and his friends face off against a mysterious grave robber known only as the Tall Man, who keeps a mysterious arsenal of terrible weapons with him.",89 mins,"AVCO Embassy Pictures, New Breed Productions",United States of America,"300,000","11,988,469",6.5,166,6.609336,http://phantasm.com,Released,/59GIYULisvSYMwawbbtCnjaPMAn.jpg
